Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HST,AST,HR,AR,HomeTeamPointLast20,HomeTeamGoalScoredLast20,HomeTeamGoalConcededLast20,HomeTeamShotTargetLast20,HomeTeamRedLast20,HomeTeamRatingLast20,AwayTeamPointLast20,AwayTeamGoalScoredLast20,AwayTeamGoalConcededLast20,AwayTeamShotTargetLast20,AwayTeamRedLast20,AwayTeamRatingLast20,HomeTeamPointH2HLast10,HomeTeamGoalScoredH2HLast10,HomeTeamGoalConcededH2HLast10,HomeTeamShotTargetH2HLast10,HomeTeamRedH2HLast10,HomeTeamWin%H2HLast10,AwayTeamPointH2HLast10,AwayTeamGoalScoredH2HLast10,AwayTeamGoalConcededH2HLast10,AwayTeamShotTargetH2HLast10,AwayTeamRedH2HLast10,AwayTeamWin%H2HLast10,FTR_Prediction
2022-10-19,Bournemouth,Southampton,0,1,A,3,3,0,0,23,18,38,51,2,14.000000000000004,13,17,42,73,0,7.1000000000000005,9,8,9,31,0,25.0,12,9,8,35,1,37.5,H
2022-10-19,Brentford,Chelsea,0,0,D,5,5,0,0,32,36,28,94,1,15.600000000000003,37,35,24,104,2,22.6,6,8,4,26,0,50.0,6,4,8,18,0,50.0,A
2022-10-19,Liverpool,West Ham,1,0,H,7,3,0,0,42,44,18,111,1,20.500000000000007,22,23,27,72,1,12.500000000000002,24,25,10,62,0,80.0,6,10,25,32,0,20.0,H
2022-10-19,Newcastle,Everton,1,0,H,4,0,0,0,33,29,23,100,0,18.200000000000006,24,21,28,74,2,12.6,14,14,11,51,0,40.0,14,11,14,40,2,40.0,H
2022-10-19,Man United,Tottenham,2,0,H,10,2,0,0,27,26,38,90,0,16.900000000000002,46,47,15,114,1,25.500000000000007,21,19,17,47,1,70.0,9,17,19,37,0,30.0,A
2022-10-20,Fulham,Aston Villa,3,0,H,8,6,0,1,14,21,40,69,1,10.2,18,18,28,86,0,10.1,13,10,12,68,0,30.0,13,12,10,50,0,30.0,A
2022-10-20,Leicester,Leeds,2,0,H,1,2,0,0,20,34,36,86,0,9.4,24,24,31,76,3,10.900000000000002,15,17,13,59,0,40.0,12,13,17,56,1,30.0,H
2022-10-22,Nottingham,Liverpool,1,0,H,7,7,0,0,6,7,23,27,0,4.300000000000001,42,43,18,109,1,21.200000000000006,0,0,0,0,0,0.0,0,0,0,0,0,0.0,A
2022-10-22,Everton,Crystal Palace,3,0,H,6,2,0,0,24,19,26,70,2,11.300000000000002,28,23,21,84,0,15.700000000000005,20,19,14,56,1,60.0,8,14,19,40,0,20.0,H
2022-10-22,Man City,Brighton,3,1,H,4,2,0,0,47,64,18,129,0,25.40000000000001,33,30,21,102,0,16.900000000000006,27,28,6,73,1,90.0,3,6,28,27,0,10.0,H
