Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Referee,HST,AST,HR,AR,HomeTeamPointLast20,HomeTeamGoalScoredLast20,HomeTeamGoalConcededLast20,HomeTeamShotTargetLast20,HomeTeamRedLast20,AwayTeamPointLast20,AwayTeamGoalScoredLast20,AwayTeamGoalConcededLast20,AwayTeamShotTargetLast20,AwayTeamRedLast20,HomeTeamPointH2HLast10,HomeTeamGoalScoredH2HLast10,HomeTeamGoalConcededH2HLast10,HomeTeamShotTargetH2HLast10,HomeTeamRedH2HLast10,AwayTeamPointH2HLast10,AwayTeamGoalScoredH2HLast10,AwayTeamGoalConcededH2HLast10,AwayTeamShotTargetH2HLast10,AwayTeamRedH2HLast10
2018-08-19,Man City,Huddersfield,6,1,H,A Marriner,14,1,0,0,48,48,15,126,0,15,11,30,53,0,4,2,1,7,0,1,1,2,3,1
2018-08-20,Crystal Palace,Liverpool,0,2,A,M Oliver,2,6,1,0,29,31,26,85,0,43,47,15,117,0,13,18,19,40,0,16,19,18,59,1
2018-08-25,Arsenal,West Ham,3,1,H,G Scott,10,5,0,0,26,39,31,114,2,24,27,36,68,0,23,26,10,73,0,5,10,26,32,0
2018-08-25,Bournemouth,Everton,2,2,D,L Probert,5,3,1,1,33,31,31,94,0,26,24,31,68,2,7,11,14,32,0,10,14,11,28,0
2018-08-25,Huddersfield,Cardiff,0,0,D,M Oliver,1,4,1,0,14,11,35,46,0,13,17,44,72,1,0,0,0,0,0,0,0,0,0,0
2018-08-25,Liverpool,Brighton,1,0,H,C Kavanagh,8,2,0,0,43,44,15,114,0,22,22,33,68,2,6,9,1,17,0,0,1,9,3,0
2018-08-25,Southampton,Leicester,1,2,A,J Moss,5,5,1,0,18,18,28,86,2,23,29,32,81,4,11,10,11,59,0,14,11,10,46,0
2018-08-25,Wolves,Man City,1,1,D,M Atkinson,2,6,0,0,9,20,50,107,3,48,53,16,134,0,7,10,17,40,0,16,17,10,68,1
2018-08-26,Fulham,Burnley,4,2,H,D Coote,12,2,0,0,13,20,48,78,1,22,19,25,72,0,4,4,1,18,0,1,1,4,11,0
2018-08-26,Newcastle,Chelsea,1,2,A,P Tierney,2,3,0,0,27,21,19,75,1,34,34,26,118,1,13,14,20,57,1,16,20,14,55,1
2018-08-26,Watford,Crystal Palace,2,1,H,A Taylor,5,3,0,0,22,20,30,86,0,29,29,25,85,1,5,4,6,16,1,11,6,4,19,0
2018-08-27,Man United,Tottenham,0,3,A,C Pawson,5,5,0,0,41,29,16,90,0,46,40,18,119,0,14,10,11,32,0,14,11,10,46,0
2018-09-01,Brighton,Fulham,2,2,D,L Probert,5,5,0,0,21,22,34,67,2,16,23,46,85,1,0,0,0,0,0,0,0,0,0,0
2018-09-01,Chelsea,Bournemouth,2,0,H,L Mason,6,1,0,0,34,31,27,109,1,31,31,32,92,1,12,11,6,29,0,6,6,11,19,0
2018-09-01,Crystal Palace,Southampton,0,2,A,M Atkinson,6,6,0,0,28,30,27,87,1,17,19,30,88,3,9,9,16,31,0,21,16,9,42,0
2018-09-01,Everton,Huddersfield,1,1,D,S Attwell,1,6,0,0,27,25,31,70,3,14,11,35,46,1,6,4,0,9,0,0,0,4,5,0
2018-09-01,Leicester,Liverpool,1,2,A,P Tierney,5,4,0,0,26,30,31,85,4,43,43,14,116,0,8,13,18,46,1,20,18,13,65,0
2018-09-01,Man City,Newcastle,2,1,H,K Friend,8,2,0,0,48,54,17,136,0,26,22,21,75,1,28,31,4,83,0,1,4,31,29,1
2018-09-01,West Ham,Wolves,0,1,A,C Kavanagh,3,6,0,0,21,26,38,68,0,9,20,50,106,3,7,6,4,36,0,4,4,6,30,0
2018-09-02,Burnley,Man United,0,2,A,J Moss,2,9,0,1,21,21,29,70,0,40,29,19,92,0,6,4,11,18,0,15,11,4,54,1
2018-09-02,Cardiff,Arsenal,2,3,A,A Taylor,3,11,0,0,14,17,42,69,1,28,41,31,120,2,0,0,5,6,0,6,5,0,12,0
2018-09-02,Watford,Tottenham,2,1,H,A Marriner,3,2,0,0,25,21,29,87,0,46,41,18,119,0,2,4,17,16,1,20,17,4,48,1
2018-09-15,Bournemouth,Leicester,4,2,H,C Pawson,5,8,0,1,30,29,32,85,1,23,28,33,85,4,8,4,3,16,1,5,3,4,18,0
2018-09-15,Chelsea,Cardiff,4,1,H,J Moss,7,2,0,0,36,31,25,109,1,14,17,41,66,1,6,6,2,14,0,0,2,6,7,0
2018-09-15,Huddersfield,Crystal Palace,0,1,A,L Mason,2,2,0,0,15,12,33,51,1,25,28,28,89,1,3,3,2,8,0,3,2,3,10,0
2018-09-15,Man City,Fulham,3,0,H,S Attwell,9,3,0,0,48,53,17,137,0,17,25,46,88,1,24,27,10,94,0,3,10,27,44,1
2018-09-15,Newcastle,Arsenal,1,2,A,L Probert,2,2,0,0,23,22,23,71,1,30,42,31,125,2,3,7,22,36,1,27,22,7,55,0
2018-09-15,Tottenham,Liverpool,1,2,A,M Oliver,3,10,0,0,45,41,19,113,0,43,43,14,115,0,7,10,22,37,1,19,22,10,62,0
2018-09-15,Watford,Man United,1,2,A,M Dean,5,6,0,1,28,22,27,86,0,40,29,19,95,1,3,7,17,30,0,21,17,7,50,0
2018-09-16,Everton,West Ham,1,3,A,M Atkinson,4,4,0,0,28,26,30,71,3,20,25,38,70,0,20,18,11,46,1,8,11,18,31,1
2018-09-16,Wolves,Burnley,1,0,H,A Marriner,7,2,0,0,12,19,47,103,2,21,20,29,68,0,6,4,1,15,0,0,1,4,17,0
2018-09-17,Southampton,Brighton,2,2,D,A Taylor,5,4,0,0,20,20,28,91,3,21,22,34,66,2,2,2,2,4,0,2,2,2,4,0
2018-09-22,Brighton,Tottenham,1,2,A,C Kavanagh,4,7,0,0,22,24,34,69,2,42,38,21,106,0,1,1,3,9,0,4,3,1,14,0
2018-09-22,Burnley,Bournemouth,4,0,H,A Taylor,5,5,0,0,21,20,29,68,0,30,31,33,85,1,6,7,7,18,0,6,7,7,17,0
2018-09-22,Cardiff,Man City,0,5,A,M Oliver,2,10,0,0,14,18,43,67,1,51,53,13,142,0,3,5,6,12,0,3,6,5,14,0
2018-09-22,Crystal Palace,Newcastle,0,0,D,A Marriner,4,3,0,0,25,28,28,89,1,22,22,24,69,1,7,10,14,40,0,19,14,10,54,0
2018-09-22,Fulham,Watford,1,1,D,M Atkinson,3,6,0,0,17,25,47,87,1,27,21,27,87,0,2,3,3,7,0,2,3,3,9,1
2018-09-22,Leicester,Huddersfield,3,1,H,D Coote,8,2,0,0,22,30,37,92,4,15,11,30,51,1,4,4,1,6,0,1,1,4,4,0
2018-09-22,Liverpool,Southampton,3,0,H,P Tierney,4,1,0,0,43,41,12,118,0,20,20,28,92,3,18,15,6,52,0,9,6,15,32,1
2018-09-22,Man United,Wolves,1,1,D,K Friend,6,8,0,0,40,28,20,92,2,15,20,44,109,2,18,17,5,79,0,6,5,17,37,1
2018-09-23,Arsenal,Everton,2,0,H,J Moss,5,6,0,0,33,43,30,124,2,28,27,29,75,3,20,23,13,58,1,8,13,23,39,3
2018-09-23,West Ham,Chelsea,0,0,D,M Dean,1,6,0,0,20,24,38,68,0,38,35,26,109,1,9,8,14,27,0,18,14,8,56,1
2018-09-29,Arsenal,Watford,2,0,H,A Taylor,2,4,0,0,33,41,29,119,2,28,22,26,90,0,18,20,6,58,0,6,6,20,27,0
2018-09-29,Chelsea,Liverpool,1,1,D,A Marriner,4,6,0,0,36,31,26,105,1,46,44,11,118,0,16,13,11,39,0,10,11,13,53,0
2018-09-29,Everton,Fulham,3,0,H,R East,6,0,0,0,27,26,30,77,3,18,26,45,86,1,23,22,9,87,0,5,9,22,53,0
2018-09-29,Huddersfield,Tottenham,0,2,A,C Pawson,5,6,0,0,15,12,31,50,1,44,39,21,111,0,0,0,6,4,0,6,6,0,14,0
2018-09-29,Man City,Brighton,2,0,H,L Mason,8,1,0,0,51,55,12,143,0,22,25,32,70,2,6,5,1,11,0,0,1,5,5,0
2018-09-29,Newcastle,Leicester,0,2,A,S Hooper,1,5,0,0,23,21,21,68,1,22,31,38,95,4,14,10,13,44,2,14,13,10,37,0
2018-09-29,West Ham,Man United,3,1,H,M Oliver,3,4,0,0,20,23,37,65,0,38,28,21,96,2,7,7,17,27,1,19,17,7,53,2
2018-09-29,Wolves,Southampton,2,0,H,S Attwell,6,6,0,0,13,19,44,111,2,19,19,30,89,3,0,1,6,6,0,6,6,1,20,0
2018-09-30,Cardiff,Burnley,1,2,A,M Atkinson,5,2,0,0,11,16,47,64,1,24,24,28,71,0,0,0,0,0,0,0,0,0,0,0
2018-10-01,Bournemouth,Crystal Palace,2,1,H,M Dean,5,2,0,0,29,30,36,87,1,26,27,24,88,1,7,7,8,23,0,7,8,7,26,0
2018-10-05,Brighton,West Ham,1,0,H,K Friend,4,4,0,0,21,24,33,69,2,22,25,37,65,0,6,6,1,10,0,0,1,6,3,0
2018-10-06,Burnley,Huddersfield,1,1,D,C Kavanagh,3,2,0,0,26,25,28,71,0,15,12,30,54,1,2,0,0,7,0,2,0,0,3,0
2018-10-06,Crystal Palace,Wolves,0,1,A,M Oliver,4,2,0,0,25,27,25,87,1,16,20,39,109,2,0,0,0,0,0,0,0,0,0,0
2018-10-06,Leicester,Everton,1,2,A,A Marriner,2,8,1,0,25,32,36,99,4,27,27,29,79,3,12,18,19,38,0,15,19,18,43,1
2018-10-06,Man United,Newcastle,3,2,H,A Taylor,10,8,0,0,38,29,22,97,2,22,20,22,65,1,20,22,10,61,0,8,10,22,41,0
2018-10-06,Tottenham,Cardiff,1,0,H,M Dean,7,6,0,1,44,39,21,111,0,11,17,46,68,1,6,2,0,18,0,0,0,2,2,0
2018-10-06,Watford,Bournemouth,0,4,A,J Moss,2,7,1,0,27,22,28,92,0,29,29,37,87,1,8,9,7,25,0,5,7,9,24,0
2018-10-07,Fulham,Arsenal,1,5,A,P Tierney,4,7,0,0,17,24,46,83,1,36,42,26,117,2,6,10,20,60,2,21,20,10,83,2
2018-10-07,Liverpool,Man City,0,0,D,M Atkinson,2,2,0,0,44,42,12,117,0,51,54,12,141,0,19,20,18,48,2,10,18,20,37,0
2018-10-07,Southampton,Chelsea,0,3,A,C Pawson,6,6,0,0,18,18,31,92,3,37,32,24,104,1,5,11,21,30,1,23,21,11,54,0
2018-10-20,Bournemouth,Southampton,0,0,D,L Probert,2,4,0,0,29,31,36,86,1,15,15,32,93,3,5,5,8,26,0,11,8,5,25,1
2018-10-20,Cardiff,Fulham,4,2,H,K Friend,5,4,0,0,10,17,47,71,2,17,23,48,84,1,6,5,2,13,0,0,2,5,11,0
2018-10-20,Chelsea,Man United,2,2,D,M Dean,6,4,0,0,40,34,20,107,0,38,30,24,100,2,16,12,7,45,1,10,7,12,40,1
2018-10-20,Huddersfield,Liverpool,0,1,A,M Oliver,1,2,0,0,16,13,29,56,1,44,40,10,116,0,0,0,6,1,0,6,6,0,15,0
2018-10-20,Man City,Burnley,5,0,H,J Moss,10,0,0,0,51,53,11,136,0,26,25,28,71,0,15,19,10,58,1,6,10,19,29,0
2018-10-20,Newcastle,Brighton,0,1,A,A Marriner,6,2,0,0,21,21,24,65,1,21,22,32,68,2,1,0,1,7,0,4,1,0,6,0
2018-10-20,West Ham,Tottenham,0,1,A,M Atkinson,4,2,0,0,22,24,35,68,0,46,38,19,112,0,14,15,14,42,2,14,14,15,57,3
2018-10-20,Wolves,Watford,0,2,A,L Mason,1,3,0,0,18,19,37,105,2,24,18,31,86,1,0,0,0,0,0,0,0,0,0,0
2018-10-21,Everton,Crystal Palace,2,0,H,A Taylor,4,3,0,0,30,28,25,85,3,24,26,25,85,1,14,13,11,45,1,11,11,13,38,0
2018-10-22,Arsenal,Leicester,3,1,H,C Kavanagh,6,2,0,0,36,42,26,117,2,24,32,37,96,5,21,19,13,72,2,6,13,19,36,1
2018-10-27,Brighton,Wolves,1,0,H,A Taylor,1,7,0,0,23,22,31,64,2,18,19,34,103,2,0,0,0,0,0,0,0,0,0,0
2018-10-27,Fulham,Bournemouth,0,3,A,A Marriner,1,5,1,0,16,24,51,85,1,30,30,32,86,1,0,0,0,0,0,0,0,0,0,0
2018-10-27,Leicester,West Ham,1,1,D,M Oliver,7,3,0,1,24,32,35,96,5,19,22,36,68,0,15,12,13,39,2,12,13,12,45,1
2018-10-27,Liverpool,Cardiff,4,1,H,S Attwell,7,1,0,0,44,39,10,114,0,13,21,45,71,2,6,9,4,16,0,0,4,9,6,0
2018-10-27,Southampton,Newcastle,0,0,D,C Kavanagh,4,0,0,0,16,15,30,93,3,18,20,25,68,1,18,22,14,56,0,9,14,22,39,0
2018-10-27,Watford,Huddersfield,3,0,H,M Dean,6,7,0,0,27,20,29,85,1,13,9,29,53,1,0,1,5,5,1,6,5,1,10,1
2018-10-28,Burnley,Chelsea,0,4,A,C Pawson,1,8,0,0,26,25,32,70,0,38,33,22,105,0,5,8,17,21,0,17,17,8,57,3
2018-10-28,Crystal Palace,Arsenal,2,2,D,M Atkinson,3,2,0,0,24,25,24,84,1,39,45,26,122,2,4,10,20,34,1,25,20,10,62,1
2018-10-28,Man United,Everton,2,1,H,J Moss,10,6,0,0,39,32,25,98,2,30,27,24,84,3,17,14,9,43,0,11,9,14,39,1
2018-10-29,Tottenham,Man City,0,1,A,K Friend,1,6,0,0,46,38,19,108,0,51,53,10,135,0,10,14,27,44,2,19,27,14,78,0
2018-11-03,Arsenal,Liverpool,1,1,D,A Marriner,4,4,0,0,40,47,25,119,2,44,39,10,109,0,10,19,25,48,0,16,25,19,75,2
2018-11-03,Bournemouth,Man United,1,2,A,P Tierney,7,8,0,0,32,31,30,86,1,39,32,25,103,2,4,5,11,18,1,13,11,5,30,0
2018-11-03,Cardiff,Leicester,0,1,A,L Probert,2,5,0,0,13,22,48,70,2,24,32,35,94,5,0,0,0,0,0,0,0,0,0,0
2018-11-03,Everton,Brighton,3,1,H,D Coote,3,3,0,0,30,28,25,88,3,23,19,30,60,2,4,3,1,9,0,1,1,3,7,1
2018-11-03,Newcastle,Watford,1,0,H,C Pawson,2,1,0,0,18,18,23,64,1,27,22,29,86,1,4,6,11,17,0,13,11,6,31,0
2018-11-03,West Ham,Burnley,4,2,H,R East,10,3,0,0,20,22,33,67,1,25,24,35,68,0,16,14,11,50,1,7,11,14,31,2
2018-11-03,Wolves,Tottenham,2,3,A,M Dean,7,8,0,0,18,19,33,103,2,43,37,20,105,0,8,9,16,40,1,14,16,9,78,0
2018-11-04,Chelsea,Crystal Palace,3,1,H,M Oliver,6,2,0,0,41,36,20,106,0,25,27,25,84,1,18,14,10,67,1,12,10,14,36,1
2018-11-04,Man City,Southampton,6,1,H,L Mason,8,6,0,0,51,51,10,136,0,16,14,29,91,3,23,22,9,59,1,5,9,22,36,0
2018-11-05,Huddersfield,Fulham,1,0,H,A Taylor,2,1,0,0,10,7,31,53,1,16,23,51,83,2,0,0,0,0,0,0,0,0,0,0
2018-11-10,Cardiff,Brighton,2,1,H,M Atkinson,6,3,0,1,10,19,48,63,2,20,18,32,57,2,0,0,0,0,0,0,0,0,0,0
2018-11-10,Crystal Palace,Tottenham,0,1,A,J Moss,4,2,0,0,25,26,25,82,1,43,38,22,106,0,4,3,12,32,0,25,12,3,46,0
2018-11-10,Huddersfield,West Ham,1,1,D,C Kavanagh,7,5,0,0,13,8,29,52,1,23,25,31,75,1,0,1,6,4,0,6,6,1,9,0
2018-11-10,Leicester,Burnley,0,0,D,M Dean,5,1,0,0,26,32,34,95,5,22,24,38,63,0,10,8,5,30,0,7,5,8,20,0
2018-11-10,Newcastle,Bournemouth,2,1,H,L Probert,6,4,0,0,21,19,21,64,1,31,31,31,90,1,4,4,6,12,0,7,6,4,21,0
2018-11-10,Southampton,Watford,1,1,D,S Hooper,4,6,0,0,15,15,35,91,3,24,21,30,83,1,9,9,8,34,0,6,8,9,13,1
2018-11-11,Arsenal,Wolves,1,1,D,S Attwell,3,5,0,0,41,47,24,116,2,18,21,31,107,1,22,19,3,76,0,1,3,19,31,3
2018-11-11,Chelsea,Everton,0,0,D,K Friend,4,1,0,0,44,39,20,112,0,33,30,24,87,2,20,22,10,66,0,8,10,22,35,1
2018-11-11,Liverpool,Fulham,2,0,H,P Tierney,7,3,0,0,42,38,11,110,0,16,22,49,78,2,19,21,10,87,3,10,10,21,58,0
2018-11-11,Man City,Man United,3,1,H,A Taylor,5,1,0,0,51,56,11,141,0,39,31,24,103,2,17,16,11,46,0,11,11,16,33,2
2018-11-24,Brighton,Leicester,1,1,D,C Kavanagh,3,3,0,1,20,19,32,56,2,24,28,33,94,5,0,0,4,5,0,6,4,0,8,1
2018-11-24,Everton,Cardiff,1,0,H,P Tierney,8,1,0,0,31,28,24,85,2,13,20,47,66,2,4,2,1,9,0,1,1,2,4,0
2018-11-24,Fulham,Southampton,3,2,H,M Oliver,5,8,0,0,13,21,51,78,2,16,16,33,93,3,11,13,17,46,0,14,17,13,51,0
2018-11-24,Man United,Crystal Palace,0,0,D,L Mason,5,2,0,0,36,30,26,102,2,25,25,24,84,1,28,20,4,55,0,1,4,20,25,1
2018-11-24,Tottenham,Chelsea,3,1,H,M Atkinson,9,2,0,0,43,35,21,100,0,42,37,19,105,0,12,15,18,46,1,15,18,15,43,1
2018-11-24,Watford,Liverpool,0,3,A,J Moss,1,7,0,1,25,22,28,85,1,45,39,9,115,0,4,7,22,31,0,19,22,7,72,0
2018-11-24,West Ham,Man City,0,4,A,A Marriner,1,6,0,0,24,26,29,76,1,51,57,12,140,0,7,10,24,23,0,22,24,10,59,0
2018-11-25,Bournemouth,Arsenal,1,2,A,C Pawson,5,4,0,0,31,31,29,91,1,39,45,25,112,2,4,6,14,22,1,13,14,6,29,0
2018-11-25,Wolves,Huddersfield,0,2,A,K Friend,3,6,0,0,19,21,30,106,1,13,9,30,55,1,0,0,0,0,0,0,0,0,0,0
2018-11-26,Burnley,Newcastle,1,2,A,A Taylor,4,3,0,0,20,21,38,60,0,21,18,22,65,1,6,6,5,13,0,3,5,6,17,0
2018-11-30,Cardiff,Wolves,2,1,H,A Marriner,3,4,0,0,13,17,42,64,2,19,19,29,101,1,0,0,0,0,0,0,0,0,0,0
2018-12-01,Crystal Palace,Burnley,2,0,H,L Probert,9,0,0,0,23,23,24,80,1,17,20,39,60,0,7,6,8,24,0,10,8,6,21,0
2018-12-01,Huddersfield,Brighton,1,2,A,M Oliver,2,6,1,0,16,11,28,59,1,21,20,31,56,2,4,3,1,11,0,1,1,3,6,1
2018-12-01,Leicester,Watford,2,0,H,G Scott,3,0,0,1,22,27,34,93,5,25,22,26,85,1,12,10,5,30,0,6,5,10,22,0
2018-12-01,Man City,Bournemouth,3,1,H,S Attwell,6,1,0,0,51,58,11,142,0,28,30,30,91,1,18,21,2,48,2,0,2,21,10,0
2018-12-01,Newcastle,West Ham,0,3,A,P Tierney,4,4,0,0,21,19,23,65,1,21,23,33,72,1,17,13,8,55,1,11,8,13,30,0
2018-12-01,Southampton,Man United,2,2,D,K Friend,6,5,0,0,16,18,33,101,3,34,28,26,102,2,10,7,10,42,0,16,10,7,26,0
2018-12-02,Arsenal,Tottenham,4,2,H,M Dean,7,6,0,1,39,44,26,105,2,43,35,21,102,0,13,10,10,37,1,13,10,10,57,0
2018-12-02,Chelsea,Fulham,2,0,H,C Pawson,9,4,0,0,42,37,19,103,0,16,24,48,83,1,22,15,4,94,1,4,4,15,48,0
2018-12-02,Liverpool,Everton,1,0,H,C Kavanagh,3,3,0,0,45,37,9,112,1,31,27,23,84,2,18,18,7,61,0,6,7,18,34,1
2018-12-04,Bournemouth,Huddersfield,2,1,H,R East,2,6,0,0,27,29,31,86,1,16,12,29,61,2,3,5,4,7,1,3,4,5,7,0
2018-12-04,Brighton,Crystal Palace,3,1,H,K Friend,3,5,1,0,23,21,31,58,1,26,24,22,86,1,1,2,3,7,0,4,3,2,12,0
2018-12-04,Watford,Man City,1,2,A,P Tierney,7,7,0,0,24,20,26,80,2,54,59,9,142,0,2,3,21,18,0,20,21,3,56,0
2018-12-04,West Ham,Cardiff,3,1,H,G Scott,11,5,0,0,23,25,32,74,1,15,16,40,62,2,6,4,0,7,1,0,0,4,8,0
2018-12-05,Burnley,Liverpool,1,3,A,S Attwell,6,12,0,0,14,18,40,56,0,45,36,8,109,1,4,5,16,21,0,19,16,5,59,0
2018-12-05,Everton,Newcastle,1,1,D,L Mason,3,5,0,0,31,26,21,85,2,18,17,25,65,1,25,21,8,59,0,4,8,21,47,3
2018-12-05,Fulham,Leicester,1,1,D,D Coote,7,5,0,0,16,23,47,79,1,25,28,32,95,5,8,4,0,16,0,2,0,4,18,0
2018-12-05,Man United,Arsenal,2,2,D,A Marriner,7,4,0,0,32,27,26,103,2,39,45,26,105,1,18,13,12,36,1,9,12,13,52,0
2018-12-05,Tottenham,Southampton,3,1,H,A Taylor,8,5,0,0,40,35,24,104,1,17,18,32,99,2,23,24,13,47,0,5,13,24,37,1
2018-12-05,Wolves,Chelsea,2,1,H,J Moss,2,3,0,0,19,19,29,100,1,44,38,18,106,0,3,4,23,36,0,21,23,4,73,0
2018-12-08,Arsenal,Huddersfield,1,0,H,P Tierney,2,0,0,0,40,46,26,106,1,15,12,30,62,2,6,6,0,11,0,0,0,6,5,0
2018-12-08,Bournemouth,Liverpool,0,4,A,L Mason,2,4,0,0,29,29,30,83,1,47,39,9,118,1,4,7,15,20,0,13,15,7,33,0
2018-12-08,Burnley,Brighton,1,0,H,M Atkinson,4,1,0,0,11,17,42,59,0,26,22,29,58,2,2,0,0,10,0,2,0,0,3,0
2018-12-08,Cardiff,Southampton,1,0,H,J Moss,4,1,0,0,15,17,40,63,2,17,17,32,97,2,3,1,3,4,0,3,3,1,13,0
2018-12-08,Chelsea,Man City,2,0,H,M Oliver,5,4,0,0,41,36,18,104,0,54,58,9,143,0,14,10,13,31,1,14,13,10,55,3
2018-12-08,Leicester,Tottenham,0,2,A,C Pawson,3,2,0,0,26,28,31,94,5,43,37,22,109,1,9,19,26,56,1,18,26,19,60,0
2018-12-08,Man United,Fulham,4,1,H,L Probert,11,4,0,1,33,29,27,106,2,14,22,47,78,1,23,22,10,102,0,5,10,22,65,0
2018-12-08,West Ham,Crystal Palace,3,2,H,A Taylor,6,4,0,0,25,27,32,79,1,25,23,23,85,1,15,16,12,41,2,12,12,16,39,2
2018-12-09,Newcastle,Wolves,1,2,A,M Dean,4,6,1,0,16,16,25,66,1,22,21,27,96,0,10,11,7,45,0,4,7,11,40,0
2018-12-10,Everton,Watford,2,2,D,K Friend,5,3,0,0,31,27,22,87,2,24,20,26,82,2,14,14,10,36,0,8,10,14,37,0
2019-08-09,Liverpool,Norwich,4,1,H,M Oliver,7,5,0,0,47,40,9,115,1,17,19,35,60,1,26,33,12,90,0,2,12,33,45,0
2019-08-10,West Ham,Man City,0,5,A,M Dean,3,9,0,0,28,29,30,81,1,51,53,11,135,0,7,9,25,22,0,22,25,9,56,0
2019-08-10,Bournemouth,Sheffield United,1,1,D,K Friend,3,3,0,0,29,29,31,84,1,18,18,33,107,1,0,0,0,0,0,0,0,0,0,0
2019-08-10,Burnley,Southampton,3,0,H,G Scott,4,3,0,0,14,17,40,61,0,16,17,33,96,2,11,5,6,19,0,8,6,5,38,0
2019-08-10,Crystal Palace,Everton,0,0,D,J Moss,2,3,0,1,22,22,24,81,1,31,28,23,89,2,10,11,15,39,0,16,15,11,47,1
2019-08-10,Watford,Brighton,0,3,A,C Pawson,3,3,0,0,25,22,27,83,2,25,21,29,54,2,4,2,1,6,1,4,1,2,5,0
2019-08-10,Tottenham,Aston Villa,3,1,H,C Kavanagh,7,4,0,0,45,38,21,105,1,9,12,44,52,3,25,21,4,81,1,4,4,21,20,2
2019-08-11,Leicester,Wolves,0,0,D,A Marriner,1,2,0,0,25,28,33,94,5,24,23,28,94,0,4,5,4,13,1,4,4,5,14,0
2019-08-11,Newcastle,Arsenal,0,1,A,M Atkinson,2,2,0,0,16,17,26,68,2,40,43,25,100,1,3,5,17,30,1,27,17,5,45,0
2019-08-11,Man United,Chelsea,4,0,H,A Taylor,5,7,0,0,33,31,28,113,2,41,36,17,104,0,10,9,14,41,1,16,14,9,47,1
2019-08-17,Arsenal,Burnley,2,1,H,M Dean,9,5,0,0,43,43,23,99,1,16,19,39,58,0,22,17,3,59,1,1,3,17,26,0
2019-08-17,Aston Villa,Bournemouth,1,2,A,M Atkinson,7,4,0,0,9,13,45,53,3,30,30,30,85,1,3,2,2,4,0,3,2,2,5,0
2019-08-17,Brighton,West Ham,1,1,D,A Taylor,4,3,0,0,27,24,29,56,2,28,28,31,83,1,9,7,1,14,0,0,1,7,7,0
2019-08-17,Everton,Watford,1,0,H,L Mason,2,2,0,0,29,27,23,91,3,24,22,30,82,2,15,16,12,41,0,9,12,16,40,0
2019-08-17,Norwich,Newcastle,3,1,H,S Attwell,8,3,0,0,14,18,39,61,1,16,17,26,68,2,12,14,17,51,1,15,17,14,74,2
2019-08-17,Southampton,Liverpool,1,2,A,A Marriner,3,6,0,0,13,15,35,93,2,49,42,8,119,1,6,5,18,26,1,21,18,5,51,0
2019-08-17,Man City,Tottenham,2,2,D,M Oliver,10,2,0,0,51,54,10,137,0,45,39,22,109,1,19,22,14,74,0,10,14,22,40,2
2019-08-18,Sheffield United,Crystal Palace,1,0,H,D Coote,3,4,0,0,19,18,31,104,1,22,22,24,82,1,0,0,0,0,0,0,0,0,0,0
2019-08-18,Chelsea,Leicester,1,1,D,O Langford,5,3,0,0,38,35,21,108,0,26,28,28,94,4,23,21,6,58,1,5,6,21,25,3
2019-08-19,Wolves,Man United,1,1,D,J Moss,2,2,0,0,25,23,26,92,0,33,33,27,115,2,7,6,18,45,1,19,18,6,85,0
2019-08-23,Aston Villa,Everton,2,0,H,M Oliver,3,1,0,0,9,13,44,57,3,29,26,23,88,3,6,12,25,39,1,21,25,12,75,0
2019-08-24,Norwich,Chelsea,2,3,A,M Atkinson,5,8,0,0,14,20,40,68,1,36,35,22,109,0,2,5,21,32,1,26,21,5,83,0
2019-08-24,Brighton,Southampton,0,2,A,K Friend,3,4,1,0,25,24,30,56,2,12,15,36,91,1,3,4,4,8,0,3,4,4,9,0
2019-08-24,Man United,Crystal Palace,1,2,A,P Tierney,3,3,0,0,34,34,27,114,2,19,17,25,77,1,26,18,4,53,0,2,4,18,27,0
2019-08-24,Sheffield United,Leicester,1,2,A,A Madley,3,2,0,0,22,19,30,94,1,27,29,27,95,4,0,0,0,0,0,0,0,0,0,0
2019-08-24,Watford,West Ham,1,3,A,C Kavanagh,3,10,0,0,24,22,29,79,2,26,27,32,83,1,14,12,9,38,1,8,9,12,40,2
2019-08-24,Liverpool,Arsenal,3,1,H,A Taylor,5,3,0,0,51,44,9,123,1,43,40,24,100,1,17,26,18,75,2,8,18,26,45,0
2019-08-25,Bournemouth,Man City,1,3,A,A Marriner,7,5,0,0,33,31,29,82,1,51,56,12,145,0,0,3,24,11,0,21,24,3,54,2
2019-08-25,Tottenham,Newcastle,0,1,A,M Dean,2,3,0,0,46,41,23,106,1,16,17,27,70,2,18,17,13,72,0,12,13,17,45,2
2019-08-25,Wolves,Burnley,1,1,D,C Pawson,2,4,0,0,25,20,23,85,0,15,20,41,59,0,9,5,1,22,0,0,1,5,19,0
2019-08-31,Southampton,Man United,1,1,D,M Dean,2,8,1,0,12,16,36,87,1,33,35,29,111,2,10,8,11,41,0,16,11,8,26,0
2019-08-31,Chelsea,Sheffield United,2,2,D,S Attwell,5,2,0,0,38,37,23,112,0,19,19,32,92,1,6,5,0,15,0,0,0,5,6,0
2019-08-31,Crystal Palace,Aston Villa,1,0,H,K Friend,5,2,0,1,19,17,25,78,1,9,14,44,57,3,14,7,4,40,0,8,4,7,30,0
