Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Referee,HST,AST,HR,AR,HomeTeamPointLast20,HomeTeamGoalScoredLast20,HomeTeamGoalConcededLast20,HomeTeamShotTargetLast20,HomeTeamRedLast20,AwayTeamPointLast20,AwayTeamGoalScoredLast20,AwayTeamGoalConcededLast20,AwayTeamShotTargetLast20,AwayTeamRedLast20,HomeTeamPointH2HLast10,HomeTeamGoalScoredH2HLast10,HomeTeamGoalConcededH2HLast10,HomeTeamShotTargetH2HLast10,HomeTeamRedH2HLast10,AwayTeamPointH2HLast10,AwayTeamGoalScoredH2HLast10,AwayTeamGoalConcededH2HLast10,AwayTeamShotTargetH2HLast10,AwayTeamRedH2HLast10
2015-12-12,Man City,Swansea,2,1,H,R Madley,5,7,0,0,44,46,20,135,0,23,22,29,80,0,19,17,6,77,0,4,6,17,36,0
2015-12-12,Norwich,Everton,1,1,D,M Atkinson,2,3,0,0,14,19,37,75,2,28,35,27,93,2,7,10,13,46,0,13,13,10,58,0
2015-12-12,Sunderland,Watford,0,1,A,G Scott,2,6,0,0,20,22,33,77,2,27,22,22,69,1,0,0,0,0,0,0,0,0,0,0
2015-12-12,West Ham,Stoke,0,0,D,A Marriner,9,3,0,0,27,27,26,78,4,30,23,18,82,4,10,11,12,59,0,16,12,11,49,0
2015-12-13,Aston Villa,Arsenal,0,2,A,K Friend,2,4,0,0,12,20,40,64,0,38,35,17,133,2,7,10,23,39,1,22,23,10,82,1
2015-12-13,Liverpool,West Brom,2,2,D,C Pawson,8,2,0,0,27,23,29,97,1,27,20,24,65,1,14,11,11,78,1,14,11,11,57,1
2015-12-13,Tottenham,Newcastle,1,2,A,R East,8,4,0,0,33,30,18,110,1,17,22,39,73,5,17,21,10,81,1,11,10,21,51,0
2015-12-14,Leicester,Chelsea,2,1,H,M Clattenburg,5,5,0,0,42,43,25,96,0,25,25,30,88,4,6,8,17,31,2,18,17,8,56,1
2015-12-19,Chelsea,Sunderland,3,1,H,R East,7,3,0,0,22,23,31,89,4,17,20,33,73,2,22,20,14,85,0,7,14,20,54,0
2015-12-19,Everton,Leicester,2,3,A,J Moss,5,5,0,0,26,33,28,89,2,45,44,23,99,0,12,13,11,37,1,6,11,13,30,0
2015-12-19,Man United,Norwich,1,2,A,M Oliver,2,4,0,0,34,24,15,77,1,15,20,37,74,2,18,15,5,66,0,6,5,15,32,0
2015-12-19,Newcastle,Aston Villa,1,1,D,M Atkinson,4,7,0,0,20,22,37,73,5,12,18,39,62,0,21,16,6,74,1,6,6,16,37,0
2015-12-19,Southampton,Tottenham,0,2,A,K Friend,4,6,0,0,24,28,26,98,3,32,29,18,116,1,10,13,18,57,0,19,18,13,58,0
2015-12-19,Stoke,Crystal Palace,1,2,A,R Madley,5,3,0,0,30,22,17,77,4,32,26,19,97,1,4,4,5,14,0,7,5,4,17,0
2015-12-19,West Brom,Bournemouth,1,2,A,M Dean,2,7,2,0,27,22,26,63,1,16,20,31,67,0,0,0,0,0,0,0,0,0,0,0
2015-12-20,Swansea,West Ham,0,0,D,L Mason,2,2,0,0,20,20,29,81,0,27,27,26,85,4,5,5,7,24,1,11,7,5,35,1
2015-12-20,Watford,Liverpool,3,0,H,M Clattenburg,5,4,0,0,30,22,19,71,1,28,25,30,96,1,0,0,5,8,0,6,5,0,23,0
2015-12-21,Arsenal,Man City,2,1,H,A Marriner,5,6,0,0,38,34,16,128,2,44,45,19,136,0,13,13,13,57,2,13,13,13,59,4
2015-12-26,Aston Villa,West Ham,1,1,D,M Dean,8,4,0,0,10,16,38,65,0,25,26,26,80,4,15,9,7,62,1,12,7,9,42,0
2015-12-26,Bournemouth,Crystal Palace,0,0,D,M Oliver,4,0,0,0,19,22,32,74,0,35,28,19,99,1,0,0,0,0,0,0,0,0,0,0
2015-12-26,Chelsea,Watford,2,2,D,A Marriner,2,3,0,0,22,25,32,89,4,32,24,18,75,1,6,5,0,16,0,0,0,5,7,0
2015-12-26,Liverpool,Leicester,1,0,H,M Atkinson,4,3,0,0,25,23,32,92,1,45,44,25,97,0,17,13,7,53,0,5,7,13,32,1
2015-12-26,Man City,Sunderland,4,1,H,A Taylor,9,3,0,0,41,45,21,138,0,14,19,36,73,2,14,20,12,92,0,14,12,20,40,0
2015-12-26,Newcastle,Everton,0,1,A,L Mason,1,7,0,0,21,23,35,74,3,26,33,28,89,2,10,13,21,60,1,19,21,13,68,0
2015-12-26,Southampton,Arsenal,4,0,H,J Moss,5,4,0,0,24,27,26,100,2,41,36,16,124,2,7,9,18,42,1,19,18,9,74,2
2015-12-26,Stoke,Man United,2,0,H,K Friend,3,6,0,0,30,23,17,79,3,34,25,16,70,1,5,11,20,41,0,23,20,11,53,0
2015-12-26,Swansea,West Brom,1,0,H,R East,2,3,0,0,18,18,29,79,0,24,22,28,62,3,15,15,8,44,0,9,8,15,38,0
2015-12-26,Tottenham,Norwich,3,0,H,M Jones,10,3,0,0,35,31,17,117,1,18,20,35,73,2,12,9,5,58,1,9,5,9,32,0
2015-12-28,Arsenal,Bournemouth,2,0,H,R East,6,3,0,0,40,35,19,125,2,20,22,32,78,0,0,0,0,0,0,0,0,0,0,0
2015-12-28,Crystal Palace,Swansea,0,0,D,N Swarbrick,2,3,0,0,36,27,17,95,1,18,18,29,78,0,5,3,4,17,0,5,4,3,18,1
2015-12-28,Everton,Stoke,3,4,A,M Clattenburg,3,5,0,0,29,34,26,92,2,30,22,17,73,3,12,9,9,68,0,15,9,9,38,0
2015-12-28,Man United,Chelsea,0,0,D,M Atkinson,2,3,0,0,31,23,17,72,1,22,26,33,88,4,12,14,15,59,3,15,15,14,74,3
2015-12-28,Norwich,Aston Villa,2,0,H,G Scott,4,3,0,0,18,20,34,74,2,8,16,39,68,0,5,7,14,38,0,17,14,7,49,1
2015-12-28,Watford,Tottenham,1,2,A,A Taylor,1,3,1,0,33,26,19,75,1,38,34,14,124,0,1,1,3,4,0,4,3,1,19,0
2015-12-28,West Brom,Newcastle,1,0,H,M Jones,5,2,0,0,23,21,28,62,3,20,22,35,70,3,12,15,17,51,0,15,17,15,64,1
2015-12-28,West Ham,Southampton,2,1,H,M Oliver,5,4,0,0,26,27,26,83,4,27,31,24,102,2,13,12,10,48,1,13,10,12,59,1
2015-12-29,Leicester,Man City,0,0,D,C Pawson,4,5,0,0,42,42,26,97,0,41,43,22,136,0,7,6,6,22,0,10,6,6,28,0
2015-12-30,Sunderland,Liverpool,0,1,A,K Friend,3,6,0,0,13,20,40,73,2,27,23,31,92,1,7,7,15,29,2,19,15,7,62,0
2016-01-02,Arsenal,Newcastle,1,0,H,A Taylor,3,6,0,0,42,37,19,123,2,20,21,34,64,3,26,25,10,71,2,2,10,25,36,1
2016-01-02,Leicester,Bournemouth,0,0,D,A Marriner,2,0,0,1,42,42,26,101,0,20,22,34,81,0,1,1,1,2,0,1,1,1,2,0
2016-01-02,Man United,Swansea,2,1,H,J Moss,6,4,0,0,31,22,16,70,1,19,16,25,72,0,16,15,9,74,0,10,9,15,49,0
2016-01-02,Norwich,Southampton,1,0,H,M Clattenburg,1,4,0,1,20,22,34,75,2,24,26,25,95,2,8,9,13,30,1,11,13,9,41,0
2016-01-02,Sunderland,Aston Villa,3,1,H,C Pawson,6,3,0,0,12,20,41,73,2,8,15,35,67,0,8,6,16,33,3,17,16,6,61,2
2016-01-02,Watford,Man City,1,2,A,M Atkinson,3,5,0,0,30,25,21,72,2,39,39,20,130,0,2,1,3,5,0,5,3,1,18,0
2016-01-02,West Brom,Stoke,2,1,H,L Mason,5,3,0,1,23,19,28,62,3,32,26,20,75,3,12,6,8,63,0,15,8,6,33,2
2016-01-02,West Ham,Liverpool,2,0,H,R Madley,10,2,0,0,29,28,25,85,4,30,23,28,95,1,10,13,19,40,2,19,19,13,77,1
2016-01-03,Crystal Palace,Chelsea,0,3,A,K Friend,4,4,0,0,34,24,16,91,1,23,26,30,88,3,6,6,12,27,1,15,12,6,53,1
2016-01-03,Everton,Tottenham,1,1,D,M Oliver,3,4,0,0,26,35,29,90,2,38,34,15,124,0,12,8,10,50,0,15,10,8,60,0
2016-01-12,Aston Villa,Crystal Palace,1,0,H,M Clattenburg,3,1,0,0,8,16,37,65,0,31,23,19,88,1,5,3,7,27,0,14,7,3,39,0
2016-01-12,Bournemouth,West Ham,1,3,A,M Atkinson,4,5,0,0,21,22,34,81,1,32,30,23,94,4,3,4,3,7,0,0,3,4,4,1
2016-01-12,Newcastle,Man United,3,3,D,M Dean,6,4,0,0,17,19,35,66,3,33,24,17,75,0,9,9,16,44,1,18,16,9,71,0
2016-01-13,Chelsea,West Brom,2,2,D,A Taylor,2,6,0,0,23,26,29,84,3,26,20,25,62,3,17,15,13,87,2,11,13,15,47,1
2016-01-13,Liverpool,Arsenal,3,3,D,M Jones,6,5,0,0,30,22,24,93,1,42,34,18,113,2,10,14,16,66,2,16,16,14,63,1
2016-01-13,Man City,Everton,0,0,D,R East,5,2,0,0,39,39,21,129,0,27,36,29,92,2,17,14,10,69,0,11,10,14,38,1
2016-01-13,Southampton,Watford,2,0,H,C Pawson,7,1,0,0,24,26,24,95,3,29,25,22,73,2,1,0,0,5,0,1,0,0,0,0
2016-01-13,Stoke,Norwich,3,1,H,N Swarbrick,4,2,0,1,29,21,21,69,4,23,23,32,71,2,9,5,5,24,1,9,5,5,35,1
2016-01-13,Swansea,Sunderland,2,4,A,G Scott,5,5,1,0,19,17,26,74,0,15,22,39,70,2,12,11,7,55,2,9,7,11,26,0
2016-01-13,Tottenham,Leicester,0,1,A,L Mason,5,2,0,0,36,34,16,125,0,40,37,25,96,0,17,21,17,47,0,8,17,21,61,2
2016-01-16,Aston Villa,Leicester,1,1,D,R East,5,5,0,0,8,16,37,65,0,40,34,23,90,0,14,16,11,56,2,11,11,16,43,3
2016-01-16,Bournemouth,Norwich,3,0,H,R Madley,8,3,0,0,21,23,36,83,1,23,23,32,67,3,0,1,3,2,0,3,3,1,4,0
2016-01-16,Chelsea,Everton,3,3,D,M Jones,7,4,0,0,23,26,29,83,2,27,34,27,89,2,18,16,13,71,0,12,13,16,57,2
2016-01-16,Man City,Crystal Palace,4,0,H,J Moss,4,3,0,0,37,36,21,127,0,28,20,19,82,1,18,13,4,43,0,3,4,13,15,0
2016-01-16,Newcastle,West Ham,2,1,H,N Swarbrick,10,3,0,0,17,20,36,68,3,32,31,24,95,4,15,14,8,60,1,12,8,14,36,0
2016-01-16,Southampton,West Brom,3,0,H,M Atkinson,5,0,0,0,26,26,22,97,3,27,22,24,66,3,13,5,8,48,2,13,8,5,36,1
2016-01-16,Tottenham,Sunderland,4,1,H,M Dean,11,2,0,0,36,34,16,126,0,18,24,37,70,2,26,18,7,92,0,2,7,18,48,1
2016-01-17,Liverpool,Man United,0,1,A,M Clattenburg,4,1,0,0,28,24,27,96,1,31,26,20,78,0,10,13,16,63,2,19,16,13,48,1
2016-01-17,Stoke,Arsenal,0,0,D,C Pawson,6,3,0,0,32,24,21,72,4,43,37,19,112,2,11,10,16,36,0,17,16,10,69,1
2016-01-18,Swansea,Watford,1,0,H,M Oliver,2,2,0,0,18,17,28,69,1,28,23,22,69,2,0,0,1,3,0,3,1,0,6,1
2016-01-23,Crystal Palace,Tottenham,1,3,A,M Atkinson,3,11,0,0,28,19,21,81,1,38,36,15,130,0,8,6,6,34,0,11,6,6,40,0
2016-01-23,Leicester,Stoke,3,0,H,M Dean,5,2,0,0,38,33,23,89,0,32,22,19,71,4,4,3,3,9,0,4,3,3,11,0
2016-01-23,Man United,Southampton,0,1,A,M Jones,1,2,0,0,31,26,20,77,0,29,29,19,98,3,23,20,12,57,0,5,12,20,58,0
2016-01-23,Norwich,Liverpool,4,5,A,L Mason,5,7,0,0,20,20,34,64,3,25,23,28,98,1,2,8,28,40,0,23,28,8,83,0
2016-01-23,Sunderland,Bournemouth,1,1,D,R East,5,5,0,0,18,24,38,70,2,24,26,35,89,1,0,0,2,2,1,3,2,0,5,0
2016-01-23,Watford,Newcastle,2,1,H,A Marriner,5,2,0,0,27,23,23,66,2,20,22,35,76,2,4,4,4,14,0,4,4,4,12,0
2016-01-23,West Brom,Aston Villa,0,0,D,R Madley,0,4,0,0,26,22,27,66,3,9,17,37,69,0,16,15,13,52,1,10,13,15,52,2
2016-01-23,West Ham,Man City,2,2,D,C Pawson,3,3,0,0,32,31,24,95,3,37,37,21,123,0,8,9,17,34,0,20,17,9,75,0
2016-01-24,Arsenal,Chelsea,0,1,A,M Clattenburg,1,6,1,0,41,35,18,108,2,24,29,29,87,2,9,10,18,47,3,18,18,10,62,0
2016-01-24,Everton,Swansea,1,2,A,A Taylor,2,5,0,0,25,34,30,89,2,18,16,28,65,1,19,12,4,66,1,4,4,12,36,2
2016-02-02,Arsenal,Southampton,0,0,D,L Mason,11,3,0,0,40,35,19,104,3,31,30,19,95,3,16,17,13,69,2,10,13,17,44,1
2016-02-02,Crystal Palace,Bournemouth,1,2,A,M Jones,3,4,0,0,25,18,23,78,1,22,23,33,87,1,1,0,0,0,0,1,0,0,4,0
2016-02-02,Leicester,Liverpool,2,0,H,A Marriner,6,2,0,0,40,35,22,92,0,27,28,32,97,1,5,7,14,35,1,20,14,7,57,0
2016-02-02,Man United,Stoke,3,0,H,R East,5,0,0,0,30,26,21,70,0,31,21,21,72,4,20,18,12,54,0,8,12,18,42,0
2016-02-02,Norwich,Tottenham,0,3,A,K Friend,2,6,0,0,19,23,38,62,3,40,38,15,135,0,9,5,12,35,0,15,12,5,68,1
2016-02-02,Sunderland,Man City,0,1,A,S Attwell,2,2,0,0,18,24,38,73,2,35,37,23,117,0,11,12,24,39,0,17,24,12,94,0
2016-02-02,West Brom,Swansea,1,1,D,N Swarbrick,7,4,0,0,27,20,24,60,3,20,17,28,61,1,9,8,16,41,0,18,16,8,46,0
2016-02-02,West Ham,Aston Villa,2,0,H,J Moss,6,2,0,1,33,30,22,94,2,10,16,35,71,0,10,6,9,39,0,16,9,6,60,0
2016-02-03,Everton,Newcastle,3,0,H,C Pawson,7,3,0,1,25,35,30,90,2,19,23,37,78,2,22,22,12,72,0,7,12,22,57,1
2016-02-03,Watford,Chelsea,0,0,D,M Dean,3,4,0,0,29,25,24,71,2,24,27,27,88,1,1,2,7,10,0,7,7,2,18,0
2016-02-06,Aston Villa,Norwich,2,0,H,M Atkinson,3,4,0,0,9,14,35,67,1,19,23,38,63,2,17,14,9,52,1,8,9,14,42,0
2016-02-06,Liverpool,Sunderland,2,2,D,R Madley,5,2,0,0,27,28,31,98,0,17,22,37,72,2,21,14,5,63,0,6,5,14,31,2
2016-02-06,Man City,Leicester,1,3,A,A Taylor,4,7,0,0,35,36,23,114,0,42,36,21,96,0,11,6,6,33,0,8,6,6,26,0
2016-02-06,Newcastle,West Brom,1,0,H,L Mason,7,0,0,0,19,23,39,81,2,25,20,25,62,3,15,16,13,59,1,12,13,16,44,0
2016-02-06,Southampton,West Ham,1,0,H,M Clattenburg,2,2,1,0,29,27,19,90,3,33,29,22,95,1,13,11,12,60,0,13,12,11,45,1
2016-02-06,Stoke,Everton,0,3,A,A Marriner,3,6,0,0,31,21,23,67,2,27,38,30,94,2,18,13,11,42,0,9,11,13,61,0
2016-02-06,Swansea,Crystal Palace,1,1,D,M Dean,3,2,0,0,18,16,28,61,1,22,17,24,75,1,6,4,3,21,1,6,3,4,19,0
2016-02-06,Tottenham,Watford,1,0,H,R East,9,0,0,0,42,41,15,135,0,30,25,22,74,2,7,5,2,22,0,1,2,5,5,1
2016-02-07,Bournemouth,Arsenal,0,2,A,K Friend,4,5,0,0,24,24,33,89,1,38,34,19,106,3,0,0,2,3,0,3,2,0,6,0
2016-02-07,Chelsea,Man United,1,1,D,M Oliver,5,7,0,0,25,26,25,83,1,33,28,19,71,0,13,13,13,66,3,13,13,13,54,2
2016-02-13,Bournemouth,Stoke,1,3,A,G Scott,2,6,0,0,24,23,32,91,1,31,21,24,66,2,0,1,2,6,0,3,2,1,5,0
2016-02-13,Chelsea,Newcastle,5,1,H,R Madley,5,4,1,0,26,26,23,86,1,22,24,37,84,2,14,17,13,65,0,14,13,17,69,1
2016-02-13,Crystal Palace,Watford,1,2,A,R East,7,3,0,0,23,18,24,75,1,27,24,23,68,1,3,1,0,3,0,0,0,1,2,0
2016-02-13,Everton,West Brom,0,1,A,M Oliver,6,1,0,0,27,38,29,91,2,24,20,26,61,3,18,11,7,60,1,9,7,11,41,0
2016-02-13,Norwich,West Ham,2,2,D,M Jones,3,6,0,0,16,20,39,63,2,30,27,23,94,1,5,6,7,36,0,8,7,6,30,0
2016-02-13,Sunderland,Man United,2,1,H,A Marriner,5,6,0,0,18,24,38,72,2,31,26,19,75,0,4,4,16,37,1,25,16,4,68,0
2016-02-13,Swansea,Southampton,0,1,A,J Moss,2,5,0,0,19,17,28,61,1,31,28,19,88,4,5,3,8,27,1,14,8,3,35,1
2016-02-14,Arsenal,Leicester,2,1,H,M Atkinson,6,3,0,1,38,34,19,99,3,42,36,20,97,0,21,24,8,78,2,3,8,24,20,2
2016-02-14,Aston Villa,Liverpool,0,6,A,N Swarbrick,1,9,0,0,12,14,32,66,1,28,29,30,99,0,11,11,14,47,0,17,14,11,75,0
2016-02-14,Man City,Tottenham,1,2,A,M Clattenburg,4,3,0,0,32,36,26,111,0,42,41,15,140,0,24,29,13,82,0,6,13,29,61,2
2016-02-27,Leicester,Norwich,1,0,H,N Swarbrick,3,1,0,0,41,35,20,95,1,16,21,40,64,2,3,2,1,5,0,0,1,2,2,0
2016-02-27,Southampton,Chelsea,1,2,A,M Atkinson,2,4,0,0,34,27,16,85,4,26,29,24,84,2,9,12,21,33,1,18,21,12,59,0
2016-02-27,Stoke,Aston Villa,2,1,H,K Friend,3,1,0,0,33,22,23,68,2,12,14,37,64,1,16,12,9,30,1,10,9,12,35,1
2016-02-27,Watford,Bournemouth,0,0,D,A Taylor,1,3,0,0,27,24,23,67,1,21,22,35,88,1,1,1,1,2,0,1,1,1,6,0
2016-02-27,West Brom,Crystal Palace,3,2,H,J Moss,5,2,0,0,24,20,26,56,3,23,19,25,78,1,8,9,12,33,0,11,12,9,36,1
2016-02-27,West Ham,Sunderland,1,0,H,M Dean,3,4,0,0,28,27,24,97,1,21,26,37,75,1,13,8,12,61,0,13,12,8,70,1
2016-02-28,Tottenham,Swansea,2,1,H,M Jones,14,4,0,0,42,42,16,137,0,18,17,29,60,1,23,18,9,72,0,2,9,18,36,0
2016-02-28,Man United,Arsenal,3,2,H,C Pawson,5,5,0,0,28,24,19,78,0,41,36,18,103,1,18,17,11,54,0,9,11,17,61,2
2016-03-01,Aston Villa,Everton,1,3,A,R East,5,7,0,0,12,13,36,61,1,26,38,30,95,1,7,13,24,39,1,19,24,13,75,0
2016-03-01,Bournemouth,Southampton,2,0,H,M Dean,4,1,0,0,22,21,33,85,1,31,25,17,80,4,0,0,2,2,0,3,2,0,2,1
2016-03-01,Leicester,West Brom,2,2,D,M Clattenburg,5,3,0,0,44,34,15,91,1,27,21,25,57,3,6,6,5,14,0,3,5,6,14,0
2016-03-01,Norwich,Chelsea,1,2,A,L Mason,2,2,0,0,15,19,39,58,2,28,29,23,84,2,2,4,19,30,1,23,19,4,81,0
2016-03-01,Sunderland,Crystal Palace,2,2,D,A Taylor,6,5,0,0,21,26,35,75,1,20,20,28,77,1,7,6,8,18,1,7,8,6,24,1
2016-03-02,Arsenal,Swansea,1,2,A,R Madley,4,2,0,0,38,33,19,96,1,18,17,28,60,1,13,13,11,62,0,13,11,13,38,0
2016-03-02,Liverpool,Man City,3,0,H,M Atkinson,7,2,0,0,30,34,29,101,0,32,36,26,107,0,15,19,17,72,1,12,17,19,44,2
2016-03-02,Man United,Watford,1,0,H,M Jones,3,3,0,0,28,24,21,76,0,28,24,22,66,1,9,8,2,26,0,0,2,8,13,0
2016-03-02,Stoke,Newcastle,1,0,H,N Swarbrick,2,3,0,0,33,22,23,66,2,22,24,40,83,2,14,12,15,35,2,14,15,12,53,0
2016-03-02,West Ham,Tottenham,1,0,H,A Marriner,3,2,0,0,30,26,22,93,1,42,40,16,143,0,11,12,15,60,1,17,15,12,94,2
2016-03-05,Chelsea,Stoke,1,1,D,M Clattenburg,7,5,0,0,31,30,21,83,2,33,22,23,63,2,20,16,6,84,0,8,6,16,34,1
2016-03-05,Everton,West Ham,2,3,A,A Taylor,8,5,1,0,26,38,29,98,1,32,25,20,90,1,22,18,11,57,1,4,11,18,32,3
2016-03-05,Man City,Aston Villa,4,0,H,L Mason,9,1,0,0,32,35,25,101,0,12,14,38,64,1,22,22,7,84,0,7,7,22,41,0
2016-03-05,Newcastle,Bournemouth,1,3,A,P Tierney,3,5,0,0,21,22,39,81,2,24,22,32,83,1,3,1,0,1,0,0,0,1,5,0
2016-03-05,Southampton,Sunderland,1,1,D,N Swarbrick,5,3,1,0,28,22,18,76,4,21,26,35,78,0,16,18,9,68,1,10,9,18,41,0
2016-03-05,Swansea,Norwich,1,0,H,C Pawson,3,3,0,0,20,17,27,60,1,15,19,39,58,2,5,12,14,41,0,14,14,12,48,0
2016-03-05,Tottenham,Arsenal,2,2,D,M Oliver,11,4,0,1,41,38,15,134,0,35,31,21,95,1,12,15,20,52,2,15,20,15,66,0
2016-03-05,Watford,Leicester,0,1,A,J Moss,4,7,0,0,27,23,22,67,1,42,34,16,91,1,0,1,2,4,0,3,2,1,6,0
2016-03-06,Crystal Palace,Liverpool,1,2,A,A Marriner,4,5,0,1,18,20,30,74,1,30,34,27,96,0,13,15,12,30,0,7,12,15,36,0
2016-03-06,West Brom,Man United,1,0,H,M Dean,2,1,0,1,28,23,25,58,3,31,25,18,74,0,8,12,21,48,2,20,21,12,69,0
2016-03-12,Bournemouth,Swansea,3,2,H,R East,4,4,0,0,27,24,28,87,1,23,18,26,61,1,1,2,2,4,0,1,2,2,4,0
2016-03-12,Norwich,Man City,0,0,D,J Moss,0,3,0,0,15,17,34,55,2,32,33,24,99,0,5,12,30,40,2,20,30,12,84,1
2016-03-12,Stoke,Southampton,1,2,A,L Mason,2,4,0,1,31,22,24,66,2,28,21,17,75,5,10,10,9,25,1,7,9,10,30,0
2016-03-13,Aston Villa,Tottenham,0,2,A,A Taylor,2,8,0,0,12,14,40,64,1,41,40,17,141,0,4,5,21,33,2,25,21,5,81,2
2016-03-14,Leicester,Newcastle,1,0,H,C Pawson,1,2,0,0,44,33,14,91,1,21,22,36,80,2,9,9,8,37,0,15,8,9,41,2
2016-03-19,Chelsea,West Ham,2,2,D,R Madley,5,6,0,0,29,29,22,87,2,32,25,21,91,1,22,20,7,91,1,7,7,20,50,0
2016-03-19,Crystal Palace,Leicester,0,1,A,M Jones,4,3,0,0,18,20,29,77,0,44,33,14,89,1,6,3,1,12,0,3,1,3,9,0
2016-03-19,Everton,Arsenal,0,2,A,M Clattenburg,2,3,0,0,25,39,31,102,2,33,30,23,93,2,7,9,12,43,1,19,12,9,62,0
2016-03-19,Swansea,Aston Villa,1,0,H,M Dean,1,2,0,0,20,18,28,61,1,12,13,40,63,1,18,13,7,47,0,6,7,13,40,0
2016-03-19,Watford,Stoke,1,2,A,C Pawson,4,6,0,0,27,23,20,70,1,31,23,24,67,2,3,2,0,3,0,0,0,2,1,0
2016-03-19,West Brom,Norwich,0,1,A,A Taylor,0,1,0,0,28,23,25,59,3,16,17,33,52,2,13,8,12,61,0,13,12,8,43,0
2016-03-20,Man City,Man United,0,1,A,M Oliver,2,3,0,0,30,28,23,91,0,28,22,19,68,1,19,22,12,60,0,10,12,22,43,2
2016-03-20,Newcastle,Sunderland,1,1,D,M Atkinson,8,4,0,0,18,16,35,76,2,22,27,35,79,0,6,5,16,70,2,21,16,5,50,2
2016-03-20,Southampton,Liverpool,3,2,H,R East,5,9,0,0,30,22,17,76,5,32,35,27,97,1,13,10,11,51,1,16,11,10,63,0
2016-03-20,Tottenham,Bournemouth,3,0,H,N Swarbrick,8,0,0,0,41,37,16,140,0,30,26,25,88,1,3,5,1,9,0,0,1,5,3,0
2016-04-02,Arsenal,Watford,4,0,H,A Taylor,12,2,0,0,33,30,22,91,2,24,22,22,71,1,9,8,1,21,0,0,1,8,7,0
2016-04-02,Aston Villa,Chelsea,0,4,A,N Swarbrick,4,8,1,0,12,12,38,63,1,30,30,22,88,1,7,12,27,45,1,22,27,12,71,3
2016-04-02,Bournemouth,Man City,0,4,A,R Madley,2,7,0,0,30,26,26,86,1,29,28,24,92,0,0,1,5,1,0,3,5,1,11,0
2016-04-02,Liverpool,Tottenham,1,1,D,J Moss,7,5,0,0,31,37,30,103,1,41,37,15,142,0,17,19,12,60,2,11,12,19,56,1
2016-04-02,Norwich,Newcastle,3,2,H,M Dean,6,5,0,0,19,17,31,50,1,19,17,33,76,1,9,11,15,45,1,15,15,11,69,2
2016-04-02,Stoke,Swansea,2,2,D,M Atkinson,5,3,0,0,33,25,25,71,2,23,19,25,59,1,14,12,12,34,1,11,12,12,37,0
2016-04-02,Sunderland,West Brom,0,0,D,R East,7,0,0,0,20,25,36,80,0,25,22,26,55,3,6,11,21,43,0,21,21,11,51,0
2016-04-02,West Ham,Crystal Palace,2,2,D,M Clattenburg,6,5,1,0,30,25,22,92,1,18,20,29,77,0,6,7,7,23,0,9,7,7,18,2
2016-04-03,Leicester,Southampton,1,0,H,M Oliver,4,2,0,0,44,31,12,87,1,30,23,19,79,4,10,9,13,42,0,13,13,9,59,0
2016-04-03,Man United,Everton,1,0,H,A Marriner,2,1,0,0,30,23,19,70,1,25,39,30,101,2,16,13,12,65,0,13,12,13,64,0
2016-04-09,Aston Villa,Bournemouth,1,2,A,M Atkinson,1,3,0,0,11,12,42,67,2,30,26,29,83,1,3,1,0,3,0,0,0,1,2,0
2016-04-09,Crystal Palace,Norwich,1,0,H,M Oliver,6,4,0,0,18,22,31,77,0,19,19,33,51,1,6,8,7,32,0,6,7,8,32,1
2016-04-09,Man City,West Brom,2,1,H,M Jones,4,2,0,0,29,30,23,94,0,26,20,23,49,3,28,25,5,91,1,1,5,25,44,1
2016-04-09,Southampton,Newcastle,3,1,H,R Madley,6,3,0,0,27,22,20,77,4,18,19,36,75,1,15,22,15,70,0,12,15,22,58,0
2016-04-09,Swansea,Chelsea,1,0,H,A Marriner,6,2,0,0,24,21,26,62,1,33,33,19,94,1,3,7,21,41,1,21,21,7,71,3
2016-04-09,Watford,Everton,1,1,D,K Friend,5,7,0,0,21,20,26,68,1,25,38,29,97,1,1,3,7,16,0,7,7,3,12,0
2016-04-09,West Ham,Arsenal,3,3,D,C Pawson,7,6,0,0,31,27,22,95,1,33,31,22,98,2,3,7,25,37,0,27,25,7,100,1
2016-04-10,Liverpool,Stoke,4,1,H,M Clattenburg,6,3,0,0,31,37,30,108,1,31,26,27,74,2,17,12,13,66,0,11,13,12,34,0
2016-04-10,Sunderland,Leicester,0,2,A,A Taylor,1,7,0,0,21,23,30,78,0,44,30,11,85,1,6,4,8,34,1,12,8,4,33,0
2016-04-10,Tottenham,Man United,3,0,H,M Dean,8,1,0,0,41,37,15,143,0,32,24,19,71,1,10,9,16,68,0,16,16,9,60,1
2016-04-13,Crystal Palace,Everton,0,0,D,M Jones,6,5,0,1,18,21,30,79,0,23,33,28,96,1,8,8,13,29,0,11,13,8,34,1
2016-04-16,Chelsea,Man City,0,3,A,M Dean,4,8,1,0,33,33,19,92,1,31,32,24,95,0,15,10,11,42,0,12,11,10,60,2
2016-04-16,Everton,Southampton,1,1,D,C Pawson,2,4,0,0,23,32,27,97,2,30,25,20,82,4,18,15,12,46,0,9,12,15,46,0
2016-04-16,Man United,Aston Villa,1,0,H,K Friend,4,1,0,0,29,22,22,69,1,11,13,40,65,2,28,26,6,73,0,1,6,26,38,1
